Team_Season,Team,QB,RB,WR,TE,OL,Offense,IDL,EDGE,LB,S,CB,Defense,Season,W_PCT,Playoffs,SB,Cap,QB_P,RB_P,WR_P,TE_P,OL_P,IDL_P,EDGE_P,LB_P,S_P,CB_P,Defense_P,Offense_P,Dead_Open_Specials,W
Seahawks 2014,Seahawks,2227438,9949013,6213265,7351109,23339609,49080434,11876832,14437175,11003673,14824595,6488073,58630348,2014,0.75,1,0,133000000,0.016747654135338345,0.0748046090225564,0.04671627819548872,0.0552714962406015,0.1754857819548872,0.08929948872180452,0.10855018796992481,0.08273438345864662,0.11146312030075188,0.04878250375939849,0.4408296842105263,0.3690258195488722,0.19014449624060148,12
Buccaneers 2014,Buccaneers,5512169,3929661,17087432,4133809,20487478,51150549,26581339,14179861,4809468,10665150,12689893,68925711,2014,0.125,0,0,133000000,0.04144487969924812,0.029546323308270676,0.12847693233082708,0.031081270676691728,0.1540411879699248,0.1998596917293233,0.1066154962406015,0.036161413533834584,0.08018909774436091,0.09541272932330827,0.5182384285714285,0.3845905939849624,0.09717097744360903,2
Titans 2014,Titans,6035575,6896110,9394069,8033603,26321377,56680734,14188978,9059903,6628324,14007775,10683260,54568240,2014,0.125,0,0,133000000,0.045380263157894736,0.051850451127819545,0.0706320977443609,0.06040303007518797,0.1979050902255639,0.10668404511278196,0.06811957142857143,0.04983702255639098,0.10532161654135339,0.08032526315789473,0.4102875187969925,0.4261709323308271,0.16354154887218042,2
Commanders 2014,Commanders,7082926,2678257,18448822,3831981,26783400,58825386,22282539,15092287,5082772,3143824,7461353,53062775,2014,0.25,0,0,133000000,0.05325508270676692,0.02013727067669173,0.13871294736842105,0.02881188721804511,0.20137894736842105,0.1675378872180451,0.11347584210526315,0.03821633082706767,0.023637774436090227,0.0561003984962406,0.3989682330827068,0.4422961353383459,0.15873563157894732,4
Packers 2014,Packers,19273750,2878903,9395943,2464445,18882444,52895485,7465236,23761153,11140825,7570989,19240070,69178273,2014,0.75,1,0,133000000,0.14491541353383458,0.021645887218045112,0.0706461879699248,0.01852966165413534,0.14197326315789474,0.05612959398496241,0.1786552857142857,0.0837656015037594,0.05692472932330827,0.14466218045112783,0.5201373909774436,0.3977104135338346,0.08215219548872188,12
Eagles 2013,Eagles,13385137,10203112,19241989,5509036,25664899,74004173,5264666,10241101,10004817,6920158,6032738,38463480,2013,0.625,1,0,123600000,0.10829398867313916,0.0825494498381877,0.15567952265372167,0.04457148867313916,0.2076448139158576,0.04259438511326861,0.08285680420711974,0.0809451213592233,0.055988333333333334,0.04880855987055016,0.31119320388349514,0.5987392637540453,0.09006753236245957,10
Cardinals 2013,Cardinals,6172993,5306754,15022466,4425078,19171690,50098981,20498000,5347625,7964030,2809618,10407900,47027173,2013,0.625,0,0,123600000,0.049943309061488673,0.04293490291262136,0.12154098705501618,0.03580160194174757,0.15511076051779935,0.16584142394822007,0.04326557443365696,0.0644338996763754,0.02273153721682848,0.08420631067961165,0.38047874595469255,0.40533156148867316,0.21418969255663423,10
Falcons 2013,Falcons,10920140,6293062,17406642,6938146,16464048,58022038,9806798,8139270,8433728,7249890,9276181,42905867,2013,0.25,0,0,123600000,0.08835064724919094,0.050914741100323624,0.14083043689320388,0.056133867313915856,0.1332042718446602,0.07934302588996764,0.06585169902912621,0.06823404530744337,0.05865606796116505,0.07505000809061489,0.34713484627831714,0.4694339644012945,0.18343118932038838,4
Seahawks 2013,Seahawks,1557085,10799653,16831423,12778788,27955261,69922210,7701509,25013832,7377232,8579619,3507877,52180069,2013,0.813,1,1,123600000,0.012597775080906148,0.08737583333333333,0.13617656148867313,0.10338825242718447,0.22617525080906148,0.06230994336569579,0.20237728155339807,0.0596863430420712,0.0694143932038835,0.028380881877022653,0.4221688430420712,0.5657136731391585,0.012117483818770314,13
Ravens 2013,Ravens,7381327,7936927,7986810,3966000,16354916,43625980,17275372,19320572,4593000,3813423,10949281,55951648,2013,0.5,0,0,123600000,0.05971947411003236,0.06421461974110032,0.06461820388349515,0.0320873786407767,0.13232132686084142,0.13976838187702265,0.1563153074433657,0.03716019417475728,0.030852936893203883,0.08858641585760518,0.4526832362459547,0.35296100323624596,0.19435576051779935,8
Bills 2013,Bills,4663940,8362867,8979223,4489668,14455361,40951059,16611040,13270000,5414838,10503423,7069748,52869049,2013,0.375,0,0,123600000,0.03773414239482201,0.06766073624595469,0.07264743527508091,0.03632417475728155,0.11695275889967638,0.1343935275080906,0.10736245954692557,0.043809368932038836,0.08497915048543689,0.05719860841423948,0.4277431148867314,0.33131924757281556,0.24093763754045305,6
Titans 2013,Titans,6336958,15376098,12686896,6979500,26721984,68101436,6496528,8776293,5740835,10777066,9602477,41393199,2013,0.438,0,0,123600000,0.05126988673139159,0.12440208737864078,0.10264478964401294,0.056468446601941745,0.21619728155339807,0.05256090614886731,0.0710056067961165,0.04644688511326861,0.08719309061488673,0.07768994336569579,0.33489643203883496,0.5509824919093851,0.1141210760517799,7
Panthers 2013,Panthers,7579454,9290450,11041036,4325000,18981126,51217066,5096152,11629844,12335911,6639853,3244456,38946216,2013,0.75,1,0,123600000,0.06132244336569579,0.07516545307443366,0.08932877022653722,0.03499190938511327,0.15356898058252427,0.041231003236245956,0.09409258899676376,0.09980510517799353,0.053720493527508094,0.026249644012944984,0.3150988349514563,0.4143775566343042,0.2705236084142395,12
Bears 2013,Bears,11276471,12036166,16580067,2495000,10071052,52458756,10999363,18744765,12510915,3802254,15375000,61432297,2013,0.5,0,0,123600000,0.09123358414239482,0.09737998381877022,0.1341429368932039,0.02018608414239482,0.08148100323624595,0.08899161003236246,0.15165667475728156,0.10122099514563107,0.03076257281553398,0.12439320388349515,0.4970250566343042,0.4244235922330097,0.07855135113268608,8
Broncos 2013,Broncos,18716295,5070632,10120554,8013902,25550424,67471807,6880138,10234767,8030669,5894346,17559225,48599145,2013,0.813,1,0,123600000,0.1514263349514563,0.04102453074433657,0.08188150485436893,0.06483739482200647,0.20671864077669902,0.05566454692556634,0.08280555825242718,0.0649730501618123,0.047688883495145634,0.14206492718446603,0.39319696601941745,0.5458884061488674,0.060914627831715196,13
Bengals 2013,Bengals,2881583,5750703,8730272,5005166,22390147,44757871,13979869,24778885,8370673,5834061,16118302,69081790,2013,0.688,1,0,123600000,0.023313778317152103,0.04652672330097087,0.07063326860841423,0.040494870550161814,0.1811500566343042,0.1131057362459547,0.20047641585760517,0.06772389158576052,0.04720114077669903,0.13040697411003235,0.5589141585760518,0.3621186974110032,0.07896714401294502,11
Browns 2013,Browns,4171299,2200883,5666354,2620527,23789034,38448097,19697955,14276906,7765000,2500318,10928931,55169110,2013,0.25,0,0,123600000,0.03374837378640777,0.017806496763754044,0.04584428802588997,0.021201674757281554,0.19246791262135923,0.15936856796116505,0.11550894822006473,0.06282362459546925,0.020229110032362458,0.0884217718446602,0.4463520226537217,0.3110687459546926,0.24257923139158577,4
Giants 2013,Giants,21998400,5036739,8677626,2998913,24235900,62947578,5118995,9523813,7916847,12704990,11202110,46466755,2013,0.438,0,0,123600000,0.17798058252427185,0.040750315533980584,0.07020733009708738,0.024263050161812297,0.19608333333333333,0.04141581715210356,0.07705350323624595,0.06405216019417476,0.10279118122977346,0.09063195792880259,0.3759446197411003,0.5092846116504854,0.11477076860841429,7
Cowboys 2013,Cowboys,13818982,2257011,8120768,5623758,19470710,49291229,4133225,20864805,7285429,3626564,12623808,48533831,2013,0.5,0,0,123600000,0.11180406148867314,0.018260606796116505,0.06570200647249191,0.04549966019417476,0.15753001618122978,0.03344033171521035,0.16880910194174759,0.0589436003236246,0.029341132686084143,0.10213436893203884,0.3926685355987055,0.3987963511326861,0.2085351132686084,8
Texans 2013,Texans,11756250,10825134,14247672,6948519,18690874,62468449,15386734,3770636,7593313,7816547,16655776,51223006,2013,0.125,0,0,123600000,0.09511529126213593,0.08758199029126214,0.11527242718446602,0.05621779126213592,0.1512206634304207,0.12448813915857605,0.030506763754045308,0.061434571197411005,0.0632406715210356,0.13475546925566342,0.4144256148867314,0.5054081634304207,0.08016622168284782,2
Lions 2013,Lions,21556666,3987009,15383546,4207277,12601451,57735949,14671559,7814297,10468126,4758334,6133807,43846123,2013,0.438,0,0,123600000,0.17440668284789643,0.03225735436893204,0.12446234627831715,0.034039457928802586,0.10195348705501618,0.11870193365695793,0.06322246763754046,0.08469357605177993,0.03849784789644013,0.04962627022653722,0.35474209546925567,0.4671193284789644,0.17813857605177996,7
Saints 2013,Saints,18193235,9159749,11679433,3245951,18150025,60428393,6485380,14326594,11034166,9960582,11598369,53405091,2013,0.688,1,0,123600000,0.1471944579288026,0.07410800161812298,0.09449379449838188,0.026261739482200647,0.14684486245954692,0.05247071197411003,0.11591095469255663,0.08927318770226537,0.08058723300970874,0.09383793689320388,0.43208002427184466,0.488902855987055,0.07901711974110026,11
Colts 2013,Colts,8626545,7195732,11908481,2615661,18601449,48947868,13140390,16498650,4492779,13323235,9596407,57051461,2013,0.688,1,0,123600000,0.06979405339805825,0.05821789644012945,0.09634693365695793,0.021162305825242717,0.15049716019417475,0.10631383495145631,0.13348422330097087,0.036349344660194176,0.10779316343042071,0.07764083333333334,0.4615813996763754,0.3960183495145631,0.1424002508090615,11
Jaguars 2013,Jaguars,8347588,9012941,6832868,7160882,14812080,46166359,4612010,9323215,13544999,2631626,3572072,33683922,2013,0.25,0,0,123600000,0.06753711974110033,0.07292023462783172,0.05528210355987055,0.05793593851132686,0.11983883495145631,0.03731399676375405,0.07543054207119741,0.10958737055016181,0.021291472491909384,0.028900258899676377,0.27252364077669905,0.37351423139158574,0.3539621278317152,4
Vikings 2013,Vikings,8470554,15752460,10378281,4582245,20329032,59512572,11556066,24552100,13577945,5691438,4206849,59584398,2013,0.344,0,0,123600000,0.06853199029126214,0.12744708737864077,0.08396667475728155,0.037073179611650485,0.16447436893203884,0.09349567961165049,0.1986415857605178,0.10985392394822006,0.04604723300970874,0.03403599514563107,0.48207441747572816,0.4814933009708738,0.03643228155339806,5
Chiefs 2013,Chiefs,10708333,5379755,8668150,3435650,20708982,48900870,13759289,17451636,5081500,13251425,13096878,62640728,2013,0.688,1,0,123600000,0.08663699838187702,0.04352552588996764,0.07013066343042071,0.027796521035598706,0.16754839805825242,0.11132110841423948,0.14119446601941749,0.041112459546925564,0.10721217637540453,0.10596179611650486,0.506802006472492,0.3956381067961165,0.0975598867313916,11
Raiders 2013,Raiders,1146517,11735884,4609651,1496363,10275023,29263438,5163512,2078750,6548030,6752294,6782330,27324916,2013,0.25,0,0,123600000,0.009276027508090616,0.09495051779935275,0.037294911003236245,0.012106496763754046,0.08313125404530744,0.04177598705501618,0.01681836569579288,0.052977588996763754,0.05463021035598706,0.05487322006472492,0.2210753721682848,0.2367592071197411,0.5421654207119742,4
Chargers 2013,Chargers,15996516,5201250,10926398,8795715,17428226,58348105,6241425,13838120,4555052,11490435,4839588,40964620,2013,0.563,1,0,123600000,0.12942165048543688,0.04208131067961165,0.08840127831715211,0.07116274271844661,0.14100506472491908,0.05049696601941748,0.1119588996763754,0.0368531715210356,0.09296468446601942,0.0391552427184466,0.3314289644012945,0.47207204692556637,0.1964989886731392,9
Rams 2013,Rams,13705176,2637944,5479738,6217555,19240160,47280573,9376091,13967275,15711252,3645196,17453159,60152973,2013,0.438,0,0,123600000,0.11088330097087379,0.021342588996763754,0.044334449838187705,0.050303843042071195,0.15566472491909386,0.07585834142394822,0.1130038430420712,0.12711368932038836,0.029491877022653722,0.14120678802588996,0.48667453883495143,0.3825289077669903,0.1307965533980583,7
Dolphins 2013,Dolphins,5859205,2412352,8242874,6007127,17575011,40096569,15944118,11848139,9006508,5027138,13351955,55177858,2013,0.5,0,0,123600000,0.047404571197411004,0.019517411003236246,0.06668991909385114,0.048601351132686085,0.14219264563106795,0.12899771844660193,0.09585872977346278,0.07286818770226537,0.040672637540453076,0.10802552588996764,0.4464227993527508,0.32440589805825243,0.22917130258899676,8
49ers 2013,49ers,2897535,9182062,16963177,10569598,17581156,57193528,11028483,10194288,7666512,10696955,13185741,52771979,2013,0.75,1,0,123600000,0.023442839805825243,0.07428852750809062,0.13724253236245954,0.08551454692556634,0.14224236245954694,0.08922720873786408,0.08247805825242718,0.062026796116504856,0.08654494336569579,0.10668075242718447,0.42695775889967635,0.46273080906148867,0.11031143203883498,12
Jets 2013,Jets,14759018,4154535,12811933,2593765,20679882,54999133,5447833,4476989,15203295,3028114,13025418,41181649,2013,0.5,0,0,123600000,0.11940953074433656,0.0336127427184466,0.10365641585760518,0.02098515372168285,0.16731296116504854,0.04407631877022654,0.03622159385113269,0.12300400485436894,0.02449930420711974,0.10538364077669903,0.3331848624595469,0.4449768042071197,0.22183833333333336,8
Patriots 2013,Patriots,14603953,3682367,8749814,4150882,22775490,53962506,15169500,6420702,10801171,7386653,8618787,48396813,2013,0.75,1,0,123600000,0.11815495954692556,0.029792613268608416,0.07079137540453075,0.03358318770226537,0.18426771844660195,0.12273058252427184,0.051947427184466016,0.08738811488673139,0.059762564724919094,0.06973128640776699,0.3915599757281553,0.43658985436893205,0.1718501699029127,12
Packers 2013,Packers,13013000,2429420,10223980,11341695,17211503,54219598,15831195,12650974,9100786,4969273,13957143,56509371,2013,0.531,1,0,123600000,0.1052831715210356,0.01965550161812298,0.08271828478964402,0.09176128640776698,0.13925164239482202,0.12808410194174757,0.10235415857605178,0.07363095469255664,0.04020447411003236,0.11292186893203883,0.4571955582524272,0.43866988673139157,0.10413455501618119,8
Steelers 2013,Steelers,15393138,2549641,8799844,9207474,10836255,46786352,12586770,12823812,9155304,16480395,11069889,62116170,2013,0.5,0,0,123600000,0.12453995145631068,0.02062816343042071,0.07119614886731392,0.07449412621359223,0.08767196601941747,0.10183470873786407,0.10375252427184466,0.07407203883495146,0.1333365291262136,0.08956220873786408,0.5025580097087379,0.37853035598705503,0.11891163430420715,8
Commanders 2013,Commanders,5972967,2212882,19735321,4645357,20025614,52592141,14227749,9152416,10476684,4619719,7102431,45578999,2013,0.188,0,0,123600000,0.04832497572815534,0.017903576051779935,0.15967088187702266,0.037583794498381874,0.16201953074433656,0.11511123786407768,0.07404867313915858,0.08476281553398059,0.03737636731391586,0.05746303398058252,0.3687621278317152,0.42550275889967637,0.2057351132686085,3
Buccaneers 2013,Buccaneers,1184375,4644753,13444505,2393504,25305673,46972810,14773893,5032152,5804388,13033579,19521921,58165933,2013,0.25,0,0,123600000,0.009582322006472492,0.03757890776699029,0.10877431229773463,0.019364919093851133,0.20473845469255664,0.1195298786407767,0.04071320388349515,0.046961067961165046,0.10544966828478965,0.15794434466019416,0.4705981634304207,0.3800389158576052,0.1493629207119741,4
